2842825,1629,2016-07-13 09:00:00
13980328,1629,2016-07-13 19:00:00
3418227,1629,2016-07-13 18:00:00
3796,1629,2016-07-13 22:00:00
22421529,1629,2016-07-13 17:00:00
18309690,1629,2016-07-13 21:00:00
10767366,1629,2016-07-13 09:00:00
4635364,1629,2016-07-13 17:00:00
9422803,1629,2016-07-13 21:00:00
11624560,1629,2016-07-13 19:00:00
15208878,1629,2016-07-13 17:00:00
14713147,1629,2016-07-13 19:00:00
17638014,1629,2016-07-13 21:00:00
8938924,1629,2016-07-13 20:00:00
13011823,1629,2016-07-13 19:00:00
2198479,1629,2016-07-13 13:00:00
2198479,1629,2016-07-13 13:00:00
10332867,1629,2016-07-13 19:00:00
10332867,1629,2016-07-13 17:00:00
12182875,1629,2016-07-13 17:00:00
9785313,1629,2016-07-13 18:00:00
15964446,1629,2016-07-13 16:00:00
21593354,1629,2016-07-13 17:00:00
14268381,1629,2016-07-13 14:00:00
2396904,1629,2016-07-13 10:00:00
18217809,1629,2016-07-13 21:00:00
12065570,1629,2016-07-13 19:00:00
10714320,1629,2016-07-13 19:00:00
19811117,1629,2016-07-13 20:00:00
19811117,1629,2016-07-13 20:00:00
13295739,1629,2016-07-13 11:00:00
6778122,1629,2016-07-13 11:00:00
21892468,1629,2016-07-13 14:00:00
2918220,1629,2016-07-13 19:00:00
8703457,1629,2016-07-13 12:00:00
18739119,1629,2016-07-13 17:00:00
18739119,1629,2016-07-13 12:00:00
20716404,1629,2016-07-13 19:00:00
8932405,1629,2016-07-13 21:00:00
21665492,1629,2016-07-13 19:00:00
14155657,1629,2016-07-13 21:00:00
861961,1629,2016-07-13 19:00:00
4110660,1629,2016-07-13 19:00:00
4110660,1629,2016-07-13 19:00:00
15076614,1629,2016-07-13 21:00:00
14017757,1629,2016-07-13 17:00:00
19747106,1629,2016-07-13 17:00:00
2427599,1629,2016-07-13 18:00:00
1043567,1629,2016-07-13 19:00:00
3773634,1629,2016-07-13 16:00:00
14833146,1629,2016-07-13 15:00:00
7266127,1629,2016-07-13 18:00:00
8208598,1629,2016-07-13 20:00:00
3850077,1629,2016-07-13 12:00:00
14076523,1629,2016-07-13 21:00:00
7335720,1629,2016-07-13 18:00:00
15212637,1629,2016-07-13 19:00:00
5182122,1629,2016-07-13 19:00:00
5182122,1629,2016-07-13 19:00:00
18891402,1629,2016-07-13 20:00:00
19688774,1629,2016-07-13 17:00:00
19688774,1629,2016-07-13 12:00:00
19748697,1629,2016-07-13 11:00:00
8706643,1629,2016-07-13 19:00:00
11016685,1629,2016-07-13 20:00:00
7558771,1629,2016-07-13 21:00:00
2315222,1629,2016-07-13 21:00:00
5486907,1629,2016-07-13 18:00:00
4581924,1629,2016-07-13 20:00:00
15647813,1629,2016-07-13 08:00:00
7906018,1629,2016-07-13 12:00:00
9825664,1629,2016-07-13 21:00:00
3030116,1629,2016-07-13 13:00:00
1433838,1629,2016-07-13 19:00:00
5672463,1629,2016-07-13 17:00:00
7700497,1629,2016-07-13 14:00:00
22109940,1629,2016-07-13 15:00:00
19760049,1629,2016-07-13 21:00:00
13153128,1629,2016-07-13 11:00:00
10983366,1629,2016-07-13 19:00:00
2965184,1629,2016-07-13 21:00:00
2965184,1629,2016-07-13 21:00:00
7519368,1629,2016-07-13 17:00:00
7291445,1629,2016-07-13 17:00:00
7291445,1629,2016-07-13 17:00:00
22608609,1629,2016-07-13 17:00:00
7042729,1629,2016-07-13 18:00:00
16394469,1629,2016-07-13 19:00:00
14098734,1629,2016-07-13 21:00:00
11623424,1629,2016-07-13 19:00:00
241268,1629,2016-07-13 17:00:00
22049745,1629,2016-07-13 15:00:00
18681953,1629,2016-07-13 20:00:00
9637108,1629,2016-07-13 11:00:00
22448080,1629,2016-07-13 19:00:00
11085772,1629,2016-07-13 19:00:00
7364149,1629,2016-07-13 17:00:00
17329584,1629,2016-07-13 19:00:00
12994327,1629,2016-07-13 14:00:00
2419520,1629,2016-07-13 18:00:00
21933278,1629,2016-07-13 18:00:00
20046134,1629,2016-07-13 17:00:00
22101982,1629,2016-07-13 13:00:00
20946827,1629,2016-07-13 15:00:00
19278786,1629,2016-07-13 21:00:00
3294093,1629,2016-07-13 18:00:00
10459210,1629,2016-07-13 20:00:00
18612498,1629,2016-07-13 15:00:00
