20099199,1629,2016-04-28 14:00:00
9621939,1629,2016-04-28 20:00:00
8396524,1629,2016-04-28 17:00:00
9072518,1629,2016-04-28 19:00:00
12281404,1629,2016-04-28 20:00:00
3051785,1629,2016-04-28 11:00:00
3723304,1629,2016-04-28 13:00:00
1165930,1629,2016-04-28 18:00:00
8938924,1629,2016-04-28 20:00:00
17357084,1629,2016-04-28 13:00:00
134749,1629,2016-04-28 20:00:00
2198479,1629,2016-04-28 19:00:00
7283601,1629,2016-04-28 17:00:00
3075165,1629,2016-04-28 20:00:00
11811097,1629,2016-04-28 19:00:00
17682101,1629,2016-04-28 18:00:00
18201653,1629,2016-04-28 20:00:00
5956608,1629,2016-04-28 12:00:00
676864,1629,2016-04-28 20:00:00
6106167,1629,2016-04-28 11:00:00
5419744,1629,2016-04-28 22:00:00
3187014,1629,2016-04-28 15:00:00
6903454,1629,2016-04-28 17:00:00
19899333,1629,2016-04-28 10:00:00
22599308,1629,2016-04-28 20:00:00
20189279,1629,2016-04-28 21:00:00
12875976,1629,2016-04-28 20:00:00
11429282,1629,2016-04-28 16:00:00
3433640,1629,2016-04-28 19:00:00
792866,1629,2016-04-28 13:00:00
4505736,1629,2016-04-28 10:00:00
21246999,1629,2016-04-28 12:00:00
13794038,1629,2016-04-28 12:00:00
13794038,1629,2016-04-28 14:00:00
21047869,1629,2016-04-28 18:00:00
11114,1629,2016-04-28 17:00:00
15648013,1629,2016-04-28 20:00:00
10346450,1629,2016-04-28 15:00:00
18287897,1629,2016-04-28 21:00:00
4949607,1629,2016-04-28 21:00:00
21897290,1629,2016-04-28 17:00:00
14587224,1629,2016-04-28 12:00:00
11888441,1629,2016-04-28 12:00:00
16618231,1629,2016-04-28 18:00:00
15370881,1629,2016-04-28 21:00:00
17202942,1629,2016-04-28 13:00:00
13977003,1629,2016-04-28 18:00:00
11845304,1629,2016-04-28 12:00:00
8259711,1629,2016-04-28 18:00:00
8259711,1629,2016-04-28 19:00:00
19059827,1629,2016-04-28 14:00:00
20300946,1629,2016-04-28 10:00:00
5486907,1629,2016-04-28 19:00:00
2418046,1629,2016-04-28 12:00:00
14088620,1629,2016-04-28 17:00:00
14205329,1629,2016-04-28 12:00:00
22137987,1629,2016-04-28 17:00:00
16631848,1629,2016-04-28 16:00:00
18057242,1629,2016-04-28 20:00:00
13831190,1629,2016-04-28 20:00:00
7640001,1629,2016-04-28 17:00:00
5740716,1629,2016-04-28 17:00:00
7640001,1629,2016-04-28 17:00:00
3583122,1629,2016-04-28 15:00:00
5519941,1629,2016-04-28 19:00:00
13553520,1629,2016-04-28 13:00:00
5633482,1629,2016-04-28 16:00:00
9100844,1629,2016-04-28 17:00:00
13120519,1629,2016-04-28 08:00:00
7358298,1629,2016-04-28 19:00:00
9937293,1629,2016-04-28 18:00:00
18036383,1629,2016-04-28 18:00:00
723982,1629,2016-04-28 17:00:00
7484982,1629,2016-04-28 14:00:00
15467691,1629,2016-04-28 21:00:00
6584792,1629,2016-04-28 10:00:00
12347718,1629,2016-04-28 20:00:00
21379843,1629,2016-04-28 17:00:00
13121983,1629,2016-04-28 18:00:00
20667775,1629,2016-04-28 18:00:00
20667775,1629,2016-04-28 18:00:00
15710185,1629,2016-04-28 19:00:00
15430826,1629,2016-04-28 08:00:00
15997166,1629,2016-04-28 17:00:00
21828521,1629,2016-04-28 12:00:00
22448080,1629,2016-04-28 16:00:00
415738,1629,2016-04-28 20:00:00
14775839,1629,2016-04-28 18:00:00
21046929,1629,2016-04-28 08:00:00
9929840,1629,2016-04-28 12:00:00
796946,1629,2016-04-28 12:00:00
12326645,1629,2016-04-28 11:00:00
6414010,1629,2016-04-28 19:00:00
20262873,1629,2016-04-28 17:00:00
3289964,1629,2016-04-28 18:00:00
15094772,1629,2016-04-28 20:00:00
15094772,1629,2016-04-28 20:00:00
22161978,1629,2016-04-28 18:00:00
3744076,1629,2016-04-28 12:00:00
18418353,1629,2016-04-28 12:00:00
4581326,1629,2016-04-28 18:00:00
18612115,1629,2016-04-28 17:00:00
8812415,1629,2016-04-28 10:00:00
11726540,1629,2016-04-28 12:00:00
11726540,1629,2016-04-28 12:00:00
14851110,1629,2016-04-28 15:00:00
14851110,1629,2016-04-28 16:00:00
133332,1629,2016-04-28 12:00:00
16144186,1629,2016-04-28 14:00:00
1193187,1629,2016-04-28 16:00:00
19471841,1629,2016-04-28 19:00:00
