5,0.000483
6,0.000967
9,0.000483
13,0.000483
16,0.000967
19,0.000483
20,0.000483
21,0.000483
25,0.000483
28,0.000483
29,0.000483
31,0.000483
33,0.000483
34,0.000483
45,0.000483
47,0.000483
49,0.000483
51,0.000483
54,0.000483
55,0.000483
59,0.000483
65,0.000483
67,0.000483
68,0.000483
69,0.000483
71,0.000483
72,0.001450
76,0.000967
79,0.000967
82,0.000483
84,0.000483
86,0.000483
89,0.000967
90,0.000483
92,0.000483
96,0.000967
99,0.000483
102,0.000483
103,0.001450
112,0.001450
113,0.000483
115,0.000483
117,0.000483
119,0.000483
120,0.000967
121,0.000483
125,0.000967
128,0.000483
129,0.000483
130,0.000483
131,0.001450
133,0.000483
134,0.000483
135,0.002417
138,0.000483
139,0.000967
140,0.000483
141,0.000967
142,0.000483
143,0.000967
144,0.000483
145,0.000967
146,0.000483
147,0.000483
148,0.000483
150,0.000967
151,0.000967
153,0.000483
154,0.000483
155,0.000483
156,0.000483
161,0.000483
162,0.000483
166,0.000967
167,0.000967
168,0.000483
169,0.000967
170,0.000483
172,0.000483
173,0.000967
174,0.000967
177,0.000483
178,0.000483
179,0.000483
180,0.000483
181,0.000967
182,0.000967
183,0.000483
184,0.000967
186,0.000483
187,0.000967
188,0.001450
189,0.000483
192,0.000483
194,0.000967
196,0.000483
198,0.000483
199,0.000483
201,0.000967
202,0.000483
203,0.000483
204,0.000483
205,0.000483
207,0.000967
208,0.001450
209,0.000483
210,0.000483
211,0.000967
212,0.000967
213,0.001933
214,0.000967
215,0.000483
216,0.000967
217,0.000483
220,0.000967
222,0.000967
223,0.000967
224,0.000483
226,0.000483
227,0.000967
228,0.000967
229,0.000483
230,0.001450
232,0.000483
233,0.000967
234,0.000483
235,0.000483
236,0.000483
237,0.000483
238,0.000483
239,0.001450
241,0.000483
242,0.000967
244,0.000483
247,0.000483
248,0.000483
249,0.001450
250,0.000483
251,0.000483
252,0.001450
253,0.001933
254,0.000967
259,0.000967
261,0.000483
264,0.000483
265,0.000483
268,0.000483
269,0.000967
270,0.000967
271,0.001450
273,0.000967
274,0.000967
276,0.000483
277,0.001933
278,0.000483
279,0.000483
281,0.000483
282,0.001933
283,0.001933
284,0.000483
287,0.000967
288,0.002417
290,0.001450
291,0.000967
292,0.000483
293,0.000967
295,0.000483
296,0.000967
297,0.001450
298,0.002900
300,0.000967
301,0.000967
302,0.000483
304,0.000483
305,0.000483
306,0.000483
307,0.001450
308,0.001933
310,0.001933
313,0.000967
314,0.000483
315,0.000967
316,0.001450
317,0.000483
318,0.000483
319,0.001450
320,0.000483
321,0.000483
322,0.000483
323,0.000483
324,0.001933
325,0.001933
326,0.001933
327,0.001450
328,0.000483
329,0.001450
330,0.000483
331,0.001450
332,0.000967
333,0.001450
335,0.000483
336,0.001450
337,0.000483
338,0.002900
339,0.000967
340,0.000483
341,0.000483
342,0.000967
343,0.000483
344,0.001450
345,0.000483
347,0.001450
348,0.001450
349,0.000967
351,0.002900
352,0.000483
353,0.001450
354,0.000483
355,0.000967
356,0.000967
358,0.001450
359,0.000967
360,0.000483
362,0.000967
363,0.000967
364,0.001450
365,0.001933
366,0.001450
368,0.001450
369,0.003383
370,0.000483
371,0.001450
372,0.001933
374,0.001450
375,0.000967
376,0.000967
378,0.002417
379,0.001450
381,0.002417
385,0.000967
387,0.000967
388,0.000967
390,0.000967
391,0.001450
392,0.000483
393,0.000483
394,0.001450
395,0.000483
396,0.000483
397,0.000967
398,0.002417
399,0.000483
402,0.001450
404,0.001450
405,0.000967
406,0.000967
407,0.000483
408,0.000483
409,0.000483
410,0.001450
411,0.000967
412,0.001450
414,0.002417
415,0.000967
416,0.001450
417,0.001450
420,0.001450
421,0.000483
423,0.000967
424,0.001933
425,0.000967
426,0.000483
427,0.001450
428,0.001933
429,0.000967
430,0.001450
431,0.000967
432,0.000967
433,0.001450
434,0.002417
435,0.001450
436,0.000967
437,0.000967
438,0.002417
439,0.001450
440,0.000967
441,0.000483
442,0.000967
444,0.000967
445,0.001450
446,0.000483
447,0.001450
448,0.000967
449,0.001450
450,0.000483
451,0.000967
452,0.001450
453,0.001933
454,0.000483
455,0.000483
456,0.000483
457,0.001933
458,0.001450
459,0.001933
460,0.000967
461,0.001933
462,0.000967
463,0.001450
464,0.000483
465,0.000967
466,0.001450
467,0.000483
469,0.000483
470,0.000483
471,0.001450
472,0.000483
473,0.000967
474,0.000483
475,0.001450
476,0.002900
477,0.000483
478,0.000967
479,0.000967
480,0.000967
483,0.000967
484,0.000967
486,0.000483
487,0.000967
488,0.000483
489,0.000967
490,0.001933
492,0.001450
493,0.000967
494,0.000483
495,0.002900
496,0.000967
497,0.000483
498,0.001933
499,0.001450
500,0.000483
501,0.002900
502,0.000483
503,0.000967
504,0.001450
505,0.001450
506,0.000967
507,0.001450
510,0.001933
511,0.000967
512,0.001450
513,0.000967
514,0.001450
515,0.000967
516,0.001450
517,0.001450
518,0.001933
519,0.000483
520,0.000483
521,0.000483
522,0.000967
523,0.000967
526,0.000967
527,0.000967
528,0.001450
529,0.001450
530,0.000483
531,0.000483
532,0.001450
533,0.000967
535,0.002417
536,0.001450
537,0.001450
538,0.000967
539,0.001933
540,0.001933
541,0.001450
542,0.001450
543,0.001933
545,0.000967
546,0.000483
547,0.000967
548,0.001450
549,0.001450
550,0.001450
551,0.001933
552,0.000483
553,0.002417
554,0.000967
555,0.000967
556,0.000967
557,0.000483
558,0.000483
559,0.002417
560,0.000967
561,0.001450
562,0.000483
563,0.001933
564,0.000483
565,0.000967
567,0.001933
568,0.002900
569,0.001450
570,0.000483
571,0.000967
572,0.000967
573,0.000483
575,0.003383
576,0.000483
577,0.001933
578,0.001933
579,0.000483
580,0.000967
581,0.001933
582,0.001933
583,0.001450
584,0.000483
585,0.000483
586,0.000483
587,0.000483
588,0.000967
589,0.000483
590,0.002417
591,0.000483
592,0.000967
593,0.001933
594,0.000967
595,0.002417
597,0.001450
598,0.000967
599,0.000483
600,0.002900
601,0.003383
602,0.000483
603,0.002417
604,0.001933
605,0.000483
606,0.001450
607,0.002900
608,0.001450
609,0.000483
610,0.001450
611,0.001933
612,0.000967
613,0.000967
614,0.000483
615,0.002900
616,0.001450
617,0.001450
619,0.001933
620,0.002417
621,0.002417
622,0.004350
623,0.000967
624,0.000967
625,0.000483
626,0.001450
627,0.001933
628,0.000967
630,0.000967
631,0.000967
632,0.001933
634,0.000483
635,0.000483
636,0.001450
637,0.002417
638,0.001450
639,0.000483
640,0.002417
641,0.000967
642,0.002417
643,0.000967
644,0.001933
645,0.000967
646,0.000967
648,0.001450
649,0.000483
650,0.000967
651,0.001450
652,0.001450
653,0.000483
654,0.001933
655,0.001450
656,0.000967
657,0.000967
658,0.000967
659,0.001450
660,0.001450
662,0.000483
663,0.000967
664,0.001450
666,0.000967
668,0.000967
669,0.000483
670,0.001450
673,0.000967
674,0.001450
675,0.001933
676,0.000967
677,0.001450
678,0.000483
679,0.001450
680,0.001450
681,0.000967
682,0.001450
683,0.001450
684,0.003383
685,0.001933
686,0.002900
688,0.001450
689,0.000483
690,0.000483
691,0.001933
692,0.000967
693,0.002417
694,0.000967
695,0.002417
696,0.001933
697,0.001450
698,0.001450
699,0.000483
700,0.000967
701,0.000967
702,0.000483
704,0.000967
706,0.001450
707,0.000483
708,0.000967
709,0.000483
711,0.001933
712,0.001933
713,0.000967
714,0.000967
715,0.000967
716,0.000967
717,0.000483
718,0.000967
719,0.001933
720,0.000483
721,0.002900
722,0.000483
723,0.000483
724,0.000967
725,0.000967
726,0.001933
727,0.004350
728,0.001450
729,0.001933
730,0.001933
731,0.001450
732,0.002417
733,0.000483
734,0.000967
735,0.000967
736,0.001933
737,0.000483
738,0.000967
739,0.000967
740,0.000967
741,0.001450
742,0.000483
743,0.001450
744,0.001450
745,0.002417
746,0.001450
747,0.000967
748,0.000483
749,0.003383
750,0.001450
751,0.002417
752,0.001450
753,0.001450
755,0.000483
756,0.003867
757,0.001450
758,0.001450
759,0.001933
760,0.001933
761,0.001933
762,0.000967
763,0.003867
764,0.000967
765,0.003383
766,0.002900
767,0.002900
768,0.001933
769,0.001450
770,0.001450
771,0.001933
772,0.002417
773,0.001450
774,0.001450
775,0.002417
776,0.001933
777,0.004350
778,0.002417
779,0.002417
780,0.000967
781,0.002417
782,0.001933
783,0.002900
784,0.000483
785,0.002417
786,0.002417
787,0.001450
788,0.002417
789,0.001933
790,0.002417
791,0.000967
792,0.001933
793,0.001933
794,0.001933
795,0.002900
796,0.001450
797,0.002900
798,0.002417
799,0.001933
800,0.002417
801,0.001933
802,0.001933
803,0.001933
804,0.001450
805,0.001450
806,0.001933
807,0.001450
808,0.000483
809,0.001933
810,0.001450
811,0.001933
812,0.001450
813,0.001933
814,0.000967
815,0.000483
816,0.001933
817,0.001933
818,0.003383
819,0.000967
820,0.001933
821,0.000967
822,0.001933
823,0.003383
824,0.005317
825,0.002417
826,0.000483
827,0.002900
828,0.001450
829,0.001450
830,0.000967
831,0.003383
832,0.003867
833,0.001450
834,0.002417
835,0.002900
836,0.000483
837,0.001450
838,0.000483
839,0.001450
840,0.003383
841,0.000483
842,0.000967
843,0.001933
844,0.002417
845,0.002417
846,0.001450
847,0.001450
848,0.000967
849,0.002417
850,0.001450
851,0.000967
852,0.002417
853,0.002417
854,0.001450
855,0.000967
856,0.001450
857,0.001933
858,0.001450
859,0.001450
860,0.000483
861,0.001933
862,0.000967
863,0.001450
864,0.002900
865,0.002900
866,0.000483
867,0.000483
868,0.001450
869,0.002900
870,0.002900
871,0.000967
872,0.001450
873,0.003383
874,0.001933
875,0.002900
876,0.001450
878,0.001450
879,0.002417
880,0.001450
882,0.000967
883,0.001933
884,0.000967
886,0.000483
887,0.000967
888,0.002417
889,0.001450
890,0.001450
891,0.000967
892,0.003867
893,0.000967
894,0.002900
895,0.001933
896,0.001450
897,0.002417
898,0.003383
900,0.001450
901,0.000967
902,0.001933
903,0.001933
904,0.001450
905,0.001933
906,0.001450
907,0.000967
908,0.000967
909,0.001450
910,0.001450
911,0.000483
912,0.000967
914,0.001933
915,0.001933
917,0.001933
919,0.001933
920,0.000483
921,0.000483
922,0.000967
923,0.003383
924,0.000483
925,0.000483
926,0.001933
927,0.001450
928,0.001450
929,0.002900
930,0.001450
931,0.001933
932,0.002900
933,0.001933
934,0.001933
935,0.001933
936,0.001450
937,0.000967
938,0.001933
939,0.001933
940,0.000967
941,0.001933
942,0.002900
943,0.002900
944,0.001933
945,0.001450
946,0.000967
947,0.001450
948,0.000483
952,0.000483
957,0.000483
958,0.001450
960,0.001450
961,0.000967
962,0.000483
